"","SMILES","E","HOMO-LUMO gap"
"442","C(C(C(C(C(=O)C(=O)O)O)O)O)OP(=O)(O)O",137.189,4.6022994
"443","CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C",289.006,5.9244333
"444","CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C",191.111,4.2453042
"445","CC(C(C1=CC(=CC=C1)Cl)O)NC(C)(C)C",205.899,5.3171061
"446","CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO",195.181,4.4403999
"447","C1=CC(=CC(=C1)Cl)C(=O)O",71.648,5.5905666
"448","C1=CC(=CC(=C1)Cl)C(=O)NCC(=O)O",109.812,5.1206499
"449","CC(CCO)(CC(=O)O)O",124.21,7.5110484
"450","CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O",255.612,5.8071582
"452","C1(C(C(C(=O)C(C1O)O)O)O)O",116.128,5.624307
"453","C(C(C(C(C(CO)O)O)O)O)O",146.66,8.6043462
"454","CCCCCCCC=O",150.452,6.3328554
"455","CC(C(=O)C1=NC2C(NC1)N=C(NC2=O)N)O",160.19,4.293738
"456","C(=O)(C(=O)O)NC(=O)N",61.41,5.4539724
"457","C[N+]1=CC=CC(=C1)C(=O)N",104.07,4.2820377
"458","C[S+](C)CCC(C(=O)O)N",137.742,6.840594
"459","C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)S)S)OP(=O)(O)O",183.319,4.780797
"460","COC1=CC=CC=C1O",91.268,5.9312358
"461","CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C",440.168,5.2196943
"462","CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C",449.501,5.6939646
"463","C(CC(C(=O)O)NC(=O)CCC(=O)O)CN=C(N)N",204.814,5.5279836
"464","C1=CC=C(C=C1)C(=O)NCC(=O)O",115.14,5.2768353
"465","CSCC1C(C(C(O1)OP(=O)(O)O)O)O",144.824,7.1782701
"466","C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O",150.774,8.1806865
"470","C(CN)C(C(=O)O)N",103.72,6.8835858
"471","C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O",170.573,4.018917
"472","C1=CC=C(C(=C1)C(=O)CC(=O)C(=O)O)N",121.616,3.6069576
"473","CSCCC(=O)C(=O)O",88.197,3.7163418
"474","CN(C)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O",235.937,5.4313881
"475","CC1C(C(C(C(O1)OP(=O)(O)O)O)O)O",147.036,8.1170151
"476","CC(CCOP(=O)(O)O)(CC(=O)O)O",142.723,7.2256155
"479","CC(C)(CO)C(C(=O)NCCC(=O)NCCS)O",227.242,6.5211486
"481","C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O",149.516,6.0221172
"483","C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O",169.147,8.0424597
"484","C1=C(NC=N1)N",58.578,6.6699873
"485","C[N+](C)(C)CCOS(=O)(=O)[O-]",134.219,6.157623
"486","C[N+](C)(C)CCOS(=O)(=O)O",141.899,8.6193117
"487","CC(C(=O)O)C(=O)O",71.703,6.8226354
"488","C(CC(=O)NC(CSC=O)C(=O)NCC(=O)O)C(C(=O)O)N",205.796,5.7021276
"490","C(C=O)P(=O)(O)O",55.661,6.168507
"491","[O-]S(=O)(=O)SS(=O)(=O)[O-]",22.253,5.4384627
"494","CSCC1C(C(C(O1)O)O)O",126.081,7.0476621
"495","C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N",187.13,6.7804599
"496","CC(=O)NCCCNCCCCN",204.098,6.8697087
"497","C1C2C(C(S1)CCCCC(=O)N)NC(=O)N2",183.802,6.8060373
"499","C1CC(=O)NC1C(=O)O",84.382,7.0196358
"500","C(CC(=O)O)CN=C(N)N",118.106,6.7352913
"501","CN(C)C(=NCCCC(C(=O)O)N)N",185.938,6.6286281
"502","C(CCNC(=O)N)CN",129.965,7.787502
"503","C(C(=O)NC(=O)N)N",80.908,6.7227747
"504","C1C(=O)NC=N1",50.361,6.3143526
"505","C(C1C(C(C(O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)(O)O",193.713,4.5149553
"507","C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC(CO)O)O)O",261.767,5.3688051
"510","OP1(=O)OP(=O)(OP(=O)(O1)O)O",54.766,8.2634049
"512","C1=CC=C(C=C1)C(=O)CC=CC(=O)C(=O)O",132.806,4.3601304
"513","CC(C(CC(=O)O)C(=O)O)(C(=O)O)O",123.774,6.6308049
"514","C1=CC(=C(C(=C1)O)O)C(=O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O",255.756,3.4363509
"515","CC(C(=O)O)C(CC(=O)O)(C(=O)O)O",124.023,6.236532
"516","CC(CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O",161.295,7.2811239
"519","C(C(C(C(=O)COP(=O)(O)O)O)O)C(=O)O",135.024,5.763078
"520","CCCCCCCCCCCCCCCC(C(COP(=O)(O)O)N)O",387.264,8.1907542
"523","C(CC(=O)C(=O)O)C=O",74.79,4.9203843
"524","C(C(=O)C(=O)O)(C(=O)O)O",63.682,4.5525051
"525","C(C(C(=O)O)O)C(=O)O",75.696,6.9809976
"527","CCC=O",56.478,6.2245596
"528","CC(=O)OCCC(C(=O)O)N",121.293,7.224255
"529","C(C(=O)O)OP(=O)(O)O",64.165,7.6808388
"530","C1C(N(C2=C(N1)NC(=NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O",309.718,4.2431274
"533","[SeH2]",10.345,6.7064487
"535","C1CC1(C(=O)O)N",76.138,7.3192179
"540","C(#N)O",15.513,8.5232604
"541","C1=CC(=CC=C1C=O)[N+](=O)[O-]",76.231,4.4575422
"542","C1=CC(=O)OC1CC(=O)O",79.838,5.4463536
"543","C1=CC(OC1=O)(CC(=O)O)C(=O)O",90.15,5.591655
"544","[O-][As]([O-])[O-]",6.978,6.5061831
"546","C(C(=O)O)P(=O)(O)O",60.398,7.5450609
"547","C1=CC(=C(C=C1CC(=O)O)O)O",102.29,5.5897503
"548","C(C(=CO)C=CC(=O)C(=O)O)C(=O)O",109.217,3.8687178
"550","C(C(C=CC(=O)C(=O)O)C(=O)O)C(=O)O",112.858,3.7166139
"551","C(C=CC=C(C(=O)O)O)C(=O)O",101.287,4.4129178
"553","C(CC(=O)O)C(CC(=O)C(=O)O)O",120.048,4.7228397
"554","C[N+]1(CCCC1C(=O)[O-])C",133.454,6.0980331
"555","C[N+]1(CCCC1C(=O)O)C",141.977,7.4245206
"556","C(CC(C(=O)O)NC(=O)CCC(=O)O)C=O",153.782,6.1581672
"557","CN1CCCC1C(=O)O",114.363,7.0117449
"558","C(CC(=O)C(=O)O)CN=C(N)N",125.401,4.8344007
"559","C(CC=O)CN=C(N)N",113.855,5.6637615
"560","C(C(C(C(=O)CO)O)O)C(=O)O",115.615,6.1268757
"561","CSCCC(=O)C(=O)COP(=O)(O)O",125.388,3.0921444
"562","CSCCC(=O)C(=CO)O",106.646,4.4801265
"563","CSCCC(=O)O",81.008,6.3029244
"564","C(CCC(=O)O)CCN",128.805,6.8117514
"568","C1=CC=C2C(=C1)C3=CC=CC=C3O2",108.708,5.0852769
"569","C1=CC=C(C(=C1)C2=C(C(=CC=C2)O)O)O",129.932,4.7946741
"570","C1=CC=C(C=C1)C(=CC=CC(=O)C(=O)O)O",133.133,3.5383884
"571","C(CCC(=O)N)CC(CCS)SC(=O)CCC(=O)O",220.986,5.5908387
"572","C(CN(C=O)O)CP(=O)(O)O",108.434,7.2082011
"573","CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C",566.583,2.4638655
"577","C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)[NH3+])O)O)O",265.608,6.6403284
"578","C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)N)O)O)O",257.531,8.3591841
"579","CC(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O",281.924,6.9535155
"580","CC(=O)NC(CS)C(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O",339.366,6.6348864
"581","CC(=O)NC(CS)C(=O)O",98.464,6.5992413
"583","CN1C(CCC1=O)C2=C[N+](=CC=C2)C",165.371,3.2545881
"584","C1=CC=C2C(=C1)C=CC(O2)(C(=O)O)O",110.276,4.8812019
"585","C1=CC=C(C(=C1)C=CC(=O)C(=O)O)O",110.379,3.6989274
"586","CN(CC(=O)O)C(=N)N",99.141,6.9246729
"587","CN(CC(=O)O)C(=NP(=O)(O)O)N",118.246,6.3119037
"588","CN1CC(=O)N=C1N",80.763,6.0689184
"589","C[N+](C)(C)CC=CC(=O)[O-]",132.02,4.4224413
"590","C[N+](C)(C)CC=CC(=O)O",140.871,5.3105757
"593","C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O",215.573,5.3908452
"594","C(C(C(=O)O)N)S",73.392,6.8574642
"595","C(C(C(=O)O)N)SSCC(C(=O)O)N",137.005,5.4648564
"596","C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O",160.08,5.4006408
"597","C1=C(NC(=O)N=C1)N",66.007,5.0352105
"599","C(C(C(=O)O)O)C(=O)C(=O)O",82.763,4.9182075
"600","C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)(O)O",135.329,6.9020886
"601","CC(C(=O)NC(C)C(=O)O)N",128.877,6.6324375
"602","CC(C(=O)O)N",72.214,6.9796371
"603","C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O",149.627,6.0857886
"604","C(C(C(C(C(C(=O)O)O)O)O)O)O",135.085,7.4016642
"606","C1=C(NC=N1)C(C(COP(=O)(O)O)O)O",132.51,6.4898571
"607","C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O",123.321,7.0022214
"608","C(C(C1C(C(C(=O)O1)O)O)O)O",117.002,6.4438722
"609","C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O",159.342,7.4234322
"610","C1(C(C(OC(C1O)O)C(=O)O)O)O",120.928,7.0735116
"611","C(CC(=O)O)C(C(=O)O)N",102.854,6.6542055
"612","CC(C(=O)O)O",63.905,7.3856103
"614","C1CC(NC1)C(=O)O",96.033,7.0906539
"615","C(C(C(C(=O)COP(=O)(O)O)O)O)O",126.558,6.3429231
"616","C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O",172.057,5.8697412
"617","C(C(C(=O)O)N)O",76.26,7.3230273
"619","C(C(C(C(=O)CO)O)O)O",108.492,6.1007541
"620","C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)O)O",202.728,5.412069
"621","C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)O",183.947,5.4368301
"622","C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O",221.31,5.4025455
"623","C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O",193.124,5.2673118
"624","C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O",174.212,5.3720703
"625","C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O",212.228,5.354928
"626","C(C(C(C(CO)O)O)O)C(=O)O",131.937,7.5496866
"629","CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=O)NC2=O)N)C(=N)N",301.013,4.1710209
"630","C1C(C(C(=O)CC1(C(=O)O)O)O)O",120.237,5.983479
"631","CCCCCCCCCCCCCCCC(=O)C(CO)N",353.578,5.7184536
"632","C1CC(N=C(C1)C(=O)O)C(=O)O",110.48,5.2771074
"634","C1C(C(OC1OP(=O)(O)O)CO)O",124.266,8.1893937
"635","C1C(C(OC1O)COP(=O)(O)O)O",124.353,7.8340311
"636","C1C(C(OC1N2C=NC3=C2N=CN=C3N)CO)O",165.28,5.398464
"637","C1C(C(OC1N2C=CC(=NC2=O)N)CO)O",156.076,5.322276
"638","C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)CO)O",168.513,5.6232186
"639","C1C(C(OC1N2C=NC3=C2NC=NC3=O)CO)O",156.17,5.3698935
"640","C1C(C(OC1N2C=CC(=O)NC2=O)CO)O",148.686,5.5723359
"641","CC(=O)C(C(COP(=O)(O)O)O)O",123.52,6.5056389
"643","CC1C(NC(=O)N1)CCCCCC(=O)O",189.655,6.8852184
"644","C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)OP(=O)(O)O)O",206.114,5.1437784
"645","C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)O",187.424,5.7377727
"647","CC(=CCOP(=O)(O)OP(=O)(O)O)C",131.931,6.745359
"648","C1C(NC(=O)NC1=O)C(=O)O",84.419,6.6384237
"649","C1CNC(=O)NC1=O",73.874,6.7167885
"651","C(C1C(C(C(O1)NC2=C(C(=O)N=C(N2)N)N)O)O)OP(=O)(O)O",201.244,5.0055516
"652","CC(C(CCCCCC(=O)O)N)N",196.382,6.3606096
"654","CCOP(=O)(O)OCC",109.907,8.968416
"655","CCOP(=S)(O)OCC",108.67,7.6370307
"660","C1CC(=O)OC2=CC=CC=C21",100.01,5.9949072
"661","C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O",278.383,4.1187777
"662","C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O",167.293,4.2727863
"663","C(CCC(=O)N)CC(CCS)S",163.884,6.7913439
"664","C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(COP(=O)(O)O)O)O",182.871,4.631142
"665","C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O",220.478,4.6836573
"666","C1C(=NC2=C(N1)NC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O",156.972,4.5734568
"668","C(C(=O)COP(=O)(O)O)O",82.525,6.0006213
"669","CC(=O)C(COP(=O)(O)O)O",101.176,6.5075436
"670","C(C(=O)CO)O",63.633,6.3872754
"671","C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)O",113.4,3.8874927
"672","CC1=C(N(C2=NC(=O)NC(=O)C2=N1)CC(C(C(CO)O)O)O)C",219.752,3.5977062
"673","CN(C)CC(=O)O",90.891,7.18344
"674","CNC",61.099,8.2190526
"675","CC1=CC2=C(C=C1C)N=CN2",115.212,5.6234907
"676","C1C(C(OC1N2C=NC3=C2NC=NC3=O)COP(=O)(O)O)O",175.796,5.3530233
"677","CC(C)(C(C(=O)O)O)O",104.7,7.5975762
"678","C1C(C(OC1N2C=NC3=C2NC=NC3=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O",213.634,4.9783416
"679","CS(=O)C",53.671,7.2280644
"680","CCC(=CCCCC(C)CCOP(=O)(O)O)C",243.865,7.0359618
"681","C1=CC(=C(C=C1CCN)O)O",121.805,5.7532824
"682","C1=CC(=O)C(=O)C=C1CC(C(=O)O)N",117.49,3.1805769
"683","C(C(C(=O)OP(=O)(O)O)O)OP(=O)(O)O",105.377,6.5600589
"687","C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)O",186.534,5.6357352
"688","C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O",166.79,5.5734243
"689","C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O",204.534,5.6098857
"690","CC1=NCCC(N1)C(=O)O",110.536,6.0955842
"691","C1=CC=C(C=C1)C=C(C(=O)O)O",101.94,5.3527512
"692","C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O",382.823,4.3963197
"693","CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC1C(O1)(C)C)C)C)C",487.013,6.4253694
"694","C1=CC(=CN=C1)C=NO",76.762,5.0270475
"696","C(C(C(C(=O)O)O)O)OP(=O)(O)O",109.241,7.297722
"697","C(C(C(C=O)O)O)OP(=O)(O)O",105.328,5.6724687
"698","CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O",240.438,5.3043174
"700","C(CO)N",64.987,8.4195903
"701","CCOC(=O)C(C)C(=O)C",123.776,6.301836
"702","CCO",53.102,9.2211969
"706","CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C",289.35,5.9247054
"709","COC1=C(C=CC(=C1)C=CC(=O)O)O",125.079,4.1108868
"710","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O",269.922,3.4322694
"711","CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)O)O)O)O",284.139,4.2684327
"713","C(=O)N",30.91,7.7420613
"716","C(C1C(C(C(O1)(CO)O)O)O)O",131.755,8.3325183
"717","C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)O",150.656,8.231025
"718","C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O",168.251,7.4903688
"719","C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O",149.742,7.9319871
"720","C(CCNC1C(=O)C(C(C(O1)CO)O)O)CC(C(=O)O)N",242.195,5.6226744
"721","C(CCNC1C(=O)C(C(C(O1)COP(=O)(O)O)O)O)CC(C(=O)O)N",260.521,5.5502958
"722","C(C1C(C(C(O1)(C(=O)O)O)O)O)O",120.561,7.2656142
"723","C(=CC(=O)O)C(=O)O",56.495,5.1821445
"724","C(C(C(=O)O)O)OP(=O)(O)O",85.912,7.5243813
"725","C[N+](C)(C)CCCC(=O)[O-]",147.157,4.8545361
"727","C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl",80.054,7.0438527
"728","C1=C(C(C(C(C1Cl)Cl)Cl)Cl)Cl",69.884,5.8017162
"729","C(C(C=O)O)OP(=O)(O)O",82.77,5.7209025
"730","C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N",209.679,5.5739685
"734","CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C",209.89,5.716821
"735","CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C",367.33,5.5666218
"736","C(C1C(C(C(C(=O)O1)O)O)O)O",116.952,6.9042654
"738","C(CC(=O)N)C(C(=O)O)N",110.608,6.4044177
"739","C(C1C(C(C(C(O1)O)N)O)O)O",140.354,8.3983665
"740","C(C1C(C(C(C(O1)OP(=O)(O)O)N)O)O)O",159.562,7.9477689
"742","C(CC(=O)O)C(C=O)N",98.823,5.6074368
"743","C(CC(=O)O)CC(=O)O",91.28,6.2030637
"745","C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N",198.23,5.6360073
"746","C(CC(=O)NC(CSS)C(=O)NCC(=O)O)C(C(=O)O)N",199.482,5.1040518
"747","C(CC(=O)NC(CSS(=O)(=O)[O-])C(=O)NCC(=O)O)C(C(=O)O)N",202.509,4.5018945
"749","C(CCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N)CN",359.937,6.2348994
"750","C(C(=O)O)N",53.958,7.3837056
"751","C(C(C=O)O)O",63.816,5.8166817
"752","C(C(C(=O)O)O)O",68.274,7.2335064
"753","C(C(CO)O)O",79.766,8.6677455
"754","C(C(COP(=O)(O)O)O)O",98.192,8.4209508
"756","C(C=O)O",41.138,5.9728671
"757","C(C(=O)O)O",45.676,7.4329557
"760","C(=O)C(=O)O",30.244,4.783518
"761","C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N",190.407,5.5685265
"763","C(C(=O)O)N=C(N)N",80.465,7.1594952
"764","C1=NC2=C(N1)C(=O)N=C(N2)N",78.618,5.4498909
"765","C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N",171.996,5.6844411
"767","C(=O)(O)O",27.211,9.0192987
"768","C#N",11.925,10.3294602
"769","C(=O)(O)[O-]",18.671,8.0617788
"773","C1=C(NC=N1)CC(C(=O)O)N",107.514,5.4098922
"774","C1=C(NC=N1)CCN",96.719,6.7336587
"775","C1=C(NC=N1)CC(C=O)N",103.5,4.6384887
"776","C1=C(NC=N1)CC(CO)N",118.941,6.701823
"777","CC1=NC=C(C(=N1)N)CO",103.394,5.9410314
"778","C(CS)C(C(=O)O)N",91.916,6.7189653
"779","C(CO)C(C(=O)O)N",95.48,7.2501045
"780","C1=CC(=C(C=C1O)CC(=O)O)O",102.514,5.3845869
"781","C(#N)S",12.875,6.9050817
"782","C(CC(=O)O)C1C(=O)NC(=O)N1",102.587,6.5129856
"783","[HH]",7.849,14.5323168
"784","OO",17.937,7.2721446
"785","C1=CC(=CC=C1O)O",72.407,5.3481255
"786","CC(=CCOP(=O)(O)OP(=O)(O)O)CO",135.777,6.7995069
"787","NO",27.3,9.139839
"790","C1=NC2=C(N1)C(=O)N=CN2",67.182,5.3454045
"791","CCC(C)C(C(=O)O)N",128.318,6.9510666
"792","C1=C(NC=N1)CC(=O)COP(=O)(O)O",113.603,4.533186
"793","C1=C(NC=N1)CC(C(=O)O)O",99.643,6.0980331
"794","C1=C(NC=N1)CC(=O)C(=O)O",84.043,3.3302319
"795","C1=CN=CN1",47.081,7.0291593
"796","C(C(=N)C(=O)O)C(=O)O",68.384,4.916847
"797","C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O",178.249,5.3717982
"798","C1=CC=C2C(=C1)C=CN2",85.504,5.3353368
"799","C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O",171.724,5.256972
"800","C1=CC=C2C(=C1)C(=CN2)CC=O",111.243,4.9617435
"801","C1=CC=C2C(=C1)C(=CN2)CC(=O)[O-]",106.564,3.7242327
"802","C1=CC=C2C(=C1)C(=CN2)CC(=O)O",115.356,5.2863588
"803","C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O",122.754,3.417576
"804","C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O",160.524,5.3802333
"805","C1(C(C(C(C(C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O",170.145,8.100417
"806","C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O",187.692,8.0710302
"809","C=C(C(=O)O)OC1C=CC=C(C1O)C(=O)O",131.866,4.4735961
"811","C=C(CC(=O)O)C(=O)O",75.325,5.8068861
"817","C(C(C(C(C(CO)O)O)O)O)C(=O)C(=O)O",161.015,5.654238
"818","C(C(C(C(C(COP(=O)(O)O)O)O)O)O)C(=O)C(=O)O",179.662,4.9397034
"823","C[N+](C)(C)CCOP(=O)(O)OCC(CO)O",213.13,7.6525404
"824","CCCC(C(=O)O)N",109.767,6.914061
"825","C1C(CNC1C(=O)O)O",99.284,7.0778652
"826","CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)O)N)C(=O)O)C(=O)O)N",294.117,6.456933
"827","C(C(C(C(CO)O)O)O)O",124.035,7.9747068
"829","C(C=O)C(C(=O)O)N",79.545,5.3122083
"830","C(C(C(=O)O)N)OC(=C[N+]#N)[O-]",94.644,4.802565
"831","C(C(C(=O)O)N)OC(=C[N+]#N)O",102.838,5.0591553
"833","C(CC(C(=O)O)N)CNC(=O)N",141.222,6.7878066
"834","C(CSCC(C(=O)O)N)C(C(=O)O)N",153.576,6.2792517
"835","C(C(C1C(=O)C(=O)C(=O)O1)O)O",86.208,3.2219361
"836","C1=CC(=C(C=C1CC(C(=O)O)N)O)O",132.901,5.6485239
"837","C1C2=CC(NC2=CC(=O)C1=O)C(=O)O",102.865,4.0140192
"838","CNCC(C1=CC(=C(C=C1)O)O)O",144.092,5.7481125
"839","C(C(C(=O)O)N)C(C(=O)O)O",106.424,6.8035884
"840","CC1C(C(C(C(O1)O)O)O)O",128.454,8.5047576
"841","CC(C(C(C(=O)CO)O)O)O",126.857,6.1119102
"842","C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N",159.25,6.6561102
"843","C(CC(=O)OP(=O)(O)O)C(C(=O)O)N",121.123,5.3960151
"844","C(CC(C(=O)O)N)C=O",98.74,4.4801265
"845","C1=C(NC=N1)CC(COP(=O)(O)O)N",137.688,6.0664695
"846","C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N",145.145,4.0246311
"847","CS(=O)CCC(C(=O)O)N",114.595,6.7252236
"848","CC(C)(CO)C(C(=O)O)O",124.113,7.1638488
"849","C1CCNC(C1)C(=O)O",115.192,7.4016642
"850","C(C(C(C(=O)CO)O)O)OP(=O)(O)O",127.697,5.8860672
"851","C(C(C(=O)O)N)[SeH]",72.037,5.6915157
"852","CC(C(C(=O)O)N)C(=O)O",102.363,6.3056454
"854","C(C(C(C(C=O)O)O)O)O",108.741,5.6613126
"855","CC(C=O)O",59.868,6.293673
"856","CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C",490.759,6.7733853
"857","CC(C)CC(C(=O)O)N",127.932,6.77529
"858","C1C=CCC(=CC=CC2C(O2)CCCC=O)C=C1",214.533,4.1919726
"860","CCC=CCC=CCC=CCCCCCCCC(=O)O",297.028,6.0593949
"863","C1CSSC1CCCCC(=O)N",151.106,4.2651675
"864","C1CSSC1CCCCC(=O)O",143.817,4.2684327
"865","C(CC(C(=O)O)N)CC(C(=O)O)N",151.997,6.8846742
"866","C(CCN)CC(C(=O)O)N",141.069,6.3908127
"867","C(C(=O)O)C(=O)O",53.038,6.7913439
"868","C(C=O)C(=O)O",48.278,5.5954644
"872","C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O",248.51,7.6204326
"873","C1=CC=C(C(=C1)CCC(=O)O)O",118.006,5.9015769
"874","CC(=CC(=O)O)C(=O)O",75.174,5.2409181
"875","C(C(C(=O)O)O)(C(=O)O)O",79.449,7.0141938
"876","CSCCC(C(=O)O)N",112.039,6.6503961
"878","CS",31.378,7.1848005
"880","CC(=O)C=O",44.679,4.2681606
"881","[CH3-]",19.194,5.7179094
"884","C1C2CN(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O",298.775,4.4428488
"887","CO",34.367,9.2413323
"891","COC(=O)C(=CC(=O)O)CC(=O)O",105.313,4.8363054
"892","C1(C(C(C(C(C1O)O)O)O)O)O",131.875,7.4207112
"894","C1=CC=C(C(=C1)C(=O)O)NC2C(C(C(O2)COP(=O)(O)O)O)O",200.788,4.6512774
"895","C(CCC(=O)NCCCCCC(=O)O)CCN",240.863,6.3565281
"896","CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC",182.404,5.0885421
"897","CC(=O)NC1C(C(C(OC1N)CO)O)O",173.925,6.6060438
"898","CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O",183.614,6.9205914
"899","CC(=O)NC1C(C(C(OC1O)CO)O)O",165.385,6.8427708
